sku_id,description,category,unit_cost,velocity_class,reorder_point,reorder_qty,last_cycle_count_date
HVAC-VLV-CHECK-01074,"Check Valve, 1-1/4""",Valves,58.49,B,11,21,2026-03-14
HVAC-ELE-DISCO-01075,"Disconnect Switch, 30A",Electrical,76.3,B,21,60,2026-03-26
HVAC-VLV-PRESS-01076,"Pressure Reducing Valve, 1-1/4""",Valves,57.84,C,12,24,2026-03-19
HVAC-WH-GAS-01077,"Gas Water Heater, 40 gal",Water Heaters,488.36,B,20,59,2026-05-25
HVAC-VLV-PRESS-01078,"Pressure Reducing Valve, 1/2""",Valves,60.32,B,30,81,2026-03-30
HVAC-COMP-SCROL-01079,"Scroll Compressor, 5 Ton 460V",Compressor,1217.7,A,51,90,2026-05-09
HVAC-CTL-CONTA-01080,"Contactor, 120V",Controls,209.02,C,17,36,2026-03-25
HVAC-COMP-VARIA-01081,"Variable Speed Compressor, 5 Ton 460V",Compressor,1929.1,C,2,3,2026-03-27
HVAC-MOT-ECM-01082,"ECM Motor, 1/4 HP",Motor,178.34,C,6,12,2026-04-27
HVAC-CTL-RELAY-01083,"Relay, 45 MFD",Controls,54.41,B,11,31,2026-04-22
HVAC-CTL-RELAY-01084,"Relay, 30A",Controls,47.72,A,52,132,2026-07-12
HVAC-REF-R410A-01085,"R-410A, 12oz can",Refrigerant,120.15,B,34,51,2026-04-21
HVAC-CTL-FURNA-01086,"Furnace Control Board, 40A",Controls,73.23,C,16,47,2026-01-22
HVAC-VLV-BALL-01087,"Ball Valve, 1-1/4""",Valves,16.18,A,46,131,2026-06-08
HVAC-CTL-RELAY-01088,"Relay, 40A",Controls,98.41,C,12,26,2026-01-11
HVAC-CU-SOFT-01089,"Soft Copper Tubing, 1/4 in. x 50ft",Copper Tubing,88.46,C,10,29,2026-05-11
HVAC-ELE-THHN-01090,"THHN Wire, 20A",Electrical,45.3,C,3,4,2026-02-22
HVAC-REF-R410A-01091,"R-410A, 30lb tank",Refrigerant,491.7,C,17,47,2026-05-06
HVAC-ELE-THHN-01092,"THHN Wire, 20A",Electrical,32.02,A,54,159,2026-06-24
HVAC-REF-R407C-01093,"R-407C, 12oz can",Refrigerant,265.38,C,8,17,2026-04-26
HVAC-REF-R454B-01094,"R-454B, 25lb cylinder",Refrigerant,222.9,C,4,7,2026-02-06
HVAC-VLV-BALL-01095,"Ball Valve, 2""",Valves,165.12,C,6,11,2026-03-06
HVAC-ELE-THHN-01096,"THHN Wire, 3/4 in.",Electrical,42.26,C,4,11,2026-03-30
HVAC-PIPE-PEX-01097,"PEX Tubing, 2""",Pipe & Fittings,32.22,A,53,150,2026-07-19
HVAC-PIPE-PEX-01098,"PEX Tubing, 2""",Pipe & Fittings,40.06,C,22,42,2026-03-12
HVAC-PIPE-CPVC-01099,"CPVC Pipe, 3/4""",Pipe & Fittings,17.04,B,15,36,2026-04-28
HVAC-MOT-BLOWE-01100,"Blower Motor, 1 HP",Motor,254.3,C,4,8,2026-03-03
HVAC-CU-ACR-01101,"ACR Copper, 3/8 in. x 50ft",Copper Tubing,425.0,C,10,20,2026-04-22
HVAC-CTL-CONTA-01102,"Contactor, 70 MFD",Controls,20.06,A,58,111,2026-07-26
HVAC-VLV-CHECK-01103,"Check Valve, 1/2""",Valves,91.47,C,12,23,2026-04-20
HVAC-WH-EXPAN-01104,"Expansion Tank, 50 gal",Water Heaters,911.22,C,8,15,2026-03-20
HVAC-ELE-THHN-01105,"THHN Wire, 12 AWG",Electrical,40.22,C,2,3,2026-03-19
HVAC-VLV-BALL-01106,"Ball Valve, 3/4""",Valves,64.44,A,56,85,2026-08-04
HVAC-ELE-THHN-01107,"THHN Wire, 60A",Electrical,18.98,B,24,60,2026-05-06
HVAC-PIPE-PVC-01108,"PVC Pipe, 3/4""",Pipe & Fittings,8.72,A,52,91,2026-08-03
HVAC-CTL-FURNA-01109,"Furnace Control Board, 24V",Controls,76.31,C,14,25,2025-12-16
HVAC-PIPE-CPVC-01110,"CPVC Pipe, 1/2""",Pipe & Fittings,40.02,C,22,53,2026-02-17
HVAC-COMP-VARIA-01111,"Variable Speed Compressor, 4 Ton 460V",Compressor,1020.91,B,20,35,2026-03-18
HVAC-VLV-PRESS-01112,"Pressure Reducing Valve, 1/2""",Valves,157.28,C,2,4,2026-04-06
HVAC-COMP-SCROL-01113,"Scroll Compressor, 3 Ton 230V",Compressor,2726.95,B,17,34,2026-04-15
HVAC-CU-LINE-01114,"Line Set, 5/8 in. x 50ft",Copper Tubing,113.03,C,3,5,2026-02-09
HVAC-ELE-CIRCU-01115,"Circuit Breaker, 10 AWG",Electrical,68.03,B,7,20,2026-07-22
HVAC-CTL-RELAY-01116,"Relay, 30A",Controls,88.62,A,58,162,2026-06-03
HVAC-WH-EXPAN-01117,"Expansion Tank, 40 gal",Water Heaters,970.33,B,11,22,2026-03-08
HVAC-PIPE-CPVC-01118,"CPVC Pipe, 3/4""",Pipe & Fittings,64.32,B,19,35,2026-05-22
HVAC-ELE-THHN-01119,"THHN Wire, 10 AWG",Electrical,23.14,B,17,48,2026-05-18
HVAC-ELE-CIRCU-01120,"Circuit Breaker, 3/4 in.",Electrical,56.26,A,49,124,2026-05-26
HVAC-ELE-CIRCU-01121,"Circuit Breaker, 10 AWG",Electrical,27.84,A,34,53,2026-05-12
HVAC-ELE-CIRCU-01122,"Circuit Breaker, 30A",Electrical,21.84,B,18,40,2026-05-11
HVAC-PIPE-CPVC-01123,"CPVC Pipe, 1""",Pipe & Fittings,23.23,A,41,80,2026-07-10
HVAC-VLV-CHECK-01124,"Check Valve, 1/2""",Valves,244.63,C,7,20,2026-02-19
HVAC-REF-R407C-01125,"R-407C, 12oz can",Refrigerant,167.39,C,2,5,2026-02-06
HVAC-ELE-EMT-01126,"EMT Conduit, 3/4 in.",Electrical,35.76,B,13,31,2026-04-19
HVAC-ELE-EMT-01127,"EMT Conduit, 30A",Electrical,72.15,B,21,58,2026-05-20
HVAC-MOT-PSC-01128,"PSC Motor, 1 HP",Motor,383.65,B,8,18,2026-05-02
HVAC-CU-SOFT-01129,"Soft Copper Tubing, 5/8 in. x 50ft",Copper Tubing,82.61,A,37,68,2026-06-21
HVAC-VLV-PRESS-01130,"Pressure Reducing Valve, 1-1/4""",Valves,35.64,C,4,8,2026-04-11
HVAC-MOT-BLOWE-01131,"Blower Motor, 1/6 HP",Motor,207.43,B,25,73,2026-04-17
HVAC-MOT-ECM-01132,"ECM Motor, 1/2 HP",Motor,196.81,B,14,26,2026-04-04
HVAC-REF-R410A-01133,"R-410A, 12oz can",Refrigerant,256.15,A,46,128,2026-04-25
HVAC-ELE-THHN-01134,"THHN Wire, 60A",Electrical,24.62,C,4,6,2026-01-30
HVAC-PIPE-COPPE-01135,"Copper Fitting Elbow, 1/2""",Pipe & Fittings,19.06,B,29,73,2026-06-16
HVAC-CTL-RELAY-01136,"Relay, 40A",Controls,55.61,B,13,28,2026-03-25
HVAC-CU-SOFT-01137,"Soft Copper Tubing, 1/2 in. x 50ft",Copper Tubing,200.19,A,57,169,2026-05-13
HVAC-PIPE-PEX-01138,"PEX Tubing, 1-1/2""",Pipe & Fittings,54.73,B,25,43,2026-05-30
HVAC-REF-R22-01139,"R-22, 30lb tank",Refrigerant,563.36,C,9,17,2026-02-17
HVAC-WH-GAS-01140,"Gas Water Heater, 50 gal",Water Heaters,1143.19,A,33,77,2026-06-19
HVAC-COMP-ROTAR-01141,"Rotary Compressor, 5 Ton 460V",Compressor,4761.3,A,51,80,2026-05-31
HVAC-CTL-RELAY-01142,"Relay, 120V",Controls,46.26,B,19,42,2026-06-12
HVAC-CTL-CONTA-01143,"Contactor, 70 MFD",Controls,48.62,A,45,98,2026-07-14
HVAC-CTL-RELAY-01144,"Relay, 40A",Controls,89.56,C,11,29,2026-02-08
HVAC-VLV-BALL-01145,"Ball Valve, 3/4""",Valves,74.71,C,5,12,2026-03-14
HVAC-WH-ELECT-01146,"Electric Water Heater, 75 gal",Water Heaters,574.17,C,10,22,2026-01-25
HVAC-PIPE-CAST-01147,"Cast Iron Pipe, 1""",Pipe & Fittings,27.31,C,24,38,2026-02-27
HVAC-REF-R22-01148,"R-22, 50lb jug",Refrigerant,168.33,C,2,5,2026-03-18
HVAC-REF-R454B-01149,"R-454B, 30lb tank",Refrigerant,309.09,B,21,34,2026-05-11
HVAC-CU-LINE-01150,"Line Set, 1/4 in. x 50ft",Copper Tubing,129.27,C,2,5,2025-12-30
HVAC-PIPE-CPVC-01151,"CPVC Pipe, 1-1/2""",Pipe & Fittings,69.24,C,2,3,2026-02-17
HVAC-VLV-PRESS-01152,"Pressure Reducing Valve, 2""",Valves,41.81,C,3,8,2026-03-14
HVAC-MOT-BLOWE-01153,"Blower Motor, 3/4 HP",Motor,251.25,C,2,5,2026-01-27
HVAC-VLV-CHECK-01154,"Check Valve, 3/4""",Valves,106.4,C,10,20,2026-03-17
HVAC-PIPE-COPPE-01155,"Copper Fitting Elbow, 2""",Pipe & Fittings,30.18,C,2,3,2026-02-20
HVAC-CTL-RELAY-01156,"Relay, 30A",Controls,105.06,B,28,69,2026-03-28
HVAC-MOT-PSC-01157,"PSC Motor, 1/6 HP",Motor,154.71,A,58,172,2026-05-30
HVAC-WH-GAS-01158,"Gas Water Heater, 40 gal",Water Heaters,692.05,C,6,16,2026-02-04
HVAC-CU-ACR-01159,"ACR Copper, 3/8 in. x 50ft",Copper Tubing,314.59,C,4,6,2026-03-13
HVAC-CTL-FURNA-01160,"Furnace Control Board, 24V",Controls,88.13,B,11,21,2026-07-09
HVAC-MOT-CONDE-01161,"Condenser Fan Motor, 1/2 HP",Motor,217.31,B,24,71,2026-05-18
HVAC-VLV-PRESS-01162,"Pressure Reducing Valve, 1""",Valves,150.6,C,5,12,2026-05-07
HVAC-PIPE-PEX-01163,"PEX Tubing, 4""",Pipe & Fittings,61.1,C,2,3,2026-03-31
HVAC-VLV-GATE-01164,"Gate Valve, 1/2""",Valves,66.73,B,22,61,2026-05-21
HVAC-REF-R32-01165,"R-32, 12oz can",Refrigerant,404.99,B,16,35,2026-04-29
HVAC-CTL-CAPAC-01166,"Capacitor, 24V",Controls,56.93,B,21,44,2026-05-12
HVAC-PIPE-PVC-01167,"PVC Pipe, 2""",Pipe & Fittings,13.1,C,13,23,2026-02-20
HVAC-REF-R454B-01168,"R-454B, 25lb cylinder",Refrigerant,135.6,C,12,27,2026-02-09
HVAC-MOT-CONDE-01169,"Condenser Fan Motor, 1 HP",Motor,187.64,C,2,4,2026-02-23
HVAC-COMP-SCROL-01170,"Scroll Compressor, 4 Ton 460V",Compressor,2406.66,B,16,24,2026-05-10
HVAC-CU-LINE-01171,"Line Set, 1/4 in. x 50ft",Copper Tubing,85.61,C,10,27,2026-02-27
HVAC-COMP-SCROL-01172,"Scroll Compressor, 3 Ton 230V",Compressor,745.35,C,2,3,2026-04-10
HVAC-MOT-CONDE-01173,"Condenser Fan Motor, 1 HP",Motor,426.6,C,13,30,2026-02-07
HVAC-REF-R22-01174,"R-22, 12oz can",Refrigerant,199.94,C,14,23,2026-01-26
HVAC-WH-ELECT-01175,"Electric Water Heater, 50 gal",Water Heaters,534.29,B,10,27,2026-04-14
HVAC-CU-SOFT-01176,"Soft Copper Tubing, 1/2 in. x 50ft",Copper Tubing,131.13,A,50,121,2026-05-29
HVAC-CTL-CAPAC-01177,"Capacitor, 40A",Controls,143.32,B,30,82,2026-04-04
HVAC-VLV-CHECK-01178,"Check Valve, 3/4""",Valves,28.6,B,16,46,2026-04-03
HVAC-PIPE-PEX-01179,"PEX Tubing, 4""",Pipe & Fittings,25.08,B,28,48,2026-04-23
HVAC-ELE-CIRCU-01180,"Circuit Breaker, 30A",Electrical,46.04,A,43,123,2026-05-24
HVAC-ELE-CIRCU-01181,"Circuit Breaker, 12 AWG",Electrical,37.57,C,2,5,2026-03-15
HVAC-REF-R407C-01182,"R-407C, 25lb cylinder",Refrigerant,302.73,C,15,27,2026-03-01
HVAC-ELE-THHN-01183,"THHN Wire, 10 AWG",Electrical,28.1,A,42,100,2026-05-26
HVAC-REF-R410A-01184,"R-410A, 50lb jug",Refrigerant,129.49,A,43,127,2026-05-08
HVAC-REF-R410A-01185,"R-410A, 30lb tank",Refrigerant,170.86,C,2,4,2026-04-01
HVAC-ELE-DISCO-01186,"Disconnect Switch, 60A",Electrical,41.29,C,2,5,2026-02-17
HVAC-ELE-THHN-01187,"THHN Wire, 20A",Electrical,30.38,B,23,65,2026-04-17
HVAC-PIPE-PEX-01188,"PEX Tubing, 4""",Pipe & Fittings,16.29,C,13,23,2026-03-04
HVAC-PIPE-CAST-01189,"Cast Iron Pipe, 1-1/2""",Pipe & Fittings,28.13,C,16,27,2026-03-19
HVAC-VLV-GATE-01190,"Gate Valve, 3/4""",Valves,48.82,C,6,10,2026-03-29
HVAC-CTL-RELAY-01191,"Relay, 40A",Controls,108.67,B,22,36,2026-05-30
HVAC-CU-ACR-01192,"ACR Copper, 1/2 in. x 50ft",Copper Tubing,143.52,B,16,40,2026-03-24
HVAC-REF-R454B-01193,"R-454B, 50lb jug",Refrigerant,534.82,C,24,45,2026-01-29
HVAC-MOT-CONDE-01194,"Condenser Fan Motor, 1/2 HP",Motor,229.35,C,7,19,2026-03-18
HVAC-ELE-DISCO-01195,"Disconnect Switch, 3/4 in.",Electrical,100.96,C,15,44,2026-01-28
HVAC-PIPE-CPVC-01196,"CPVC Pipe, 1/2""",Pipe & Fittings,38.5,B,25,71,2026-05-15
HVAC-ELE-THHN-01197,"THHN Wire, 10 AWG",Electrical,21.75,B,17,36,2026-03-11
HVAC-ELE-EMT-01198,"EMT Conduit, 12 AWG",Electrical,59.13,C,2,3,2026-03-19
HVAC-REF-R410A-01199,"R-410A, 12oz can",Refrigerant,228.35,C,12,34,2026-03-05
HVAC-ELE-CIRCU-01200,"Circuit Breaker, 12 AWG",Electrical,81.53,C,19,29,2026-02-04
HVAC-COMP-VARIA-01201,"Variable Speed Compressor, 5 Ton 460V",Compressor,772.45,B,12,20,2026-03-13
HVAC-PIPE-COPPE-01202,"Copper Fitting Elbow, 1/2""",Pipe & Fittings,17.42,C,3,7,2026-02-10
HVAC-PIPE-PEX-01203,"PEX Tubing, 1""",Pipe & Fittings,44.34,C,21,57,2026-03-09
HVAC-CTL-CONTA-01204,"Contactor, 40A",Controls,194.85,B,26,44,2026-06-01
HVAC-MOT-ECM-01205,"ECM Motor, 1/6 HP",Motor,155.82,C,8,13,2026-03-17
HVAC-MOT-BLOWE-01206,"Blower Motor, 1/3 HP",Motor,160.95,A,56,112,2026-06-27
HVAC-MOT-CONDE-01207,"Condenser Fan Motor, 3/4 HP",Motor,223.05,C,6,12,2026-03-01
HVAC-CU-ACR-01208,"ACR Copper, 3/8 in. x 50ft",Copper Tubing,123.77,C,3,8,2026-02-05
HVAC-PIPE-CAST-01209,"Cast Iron Pipe, 2""",Pipe & Fittings,33.25,B,12,26,2026-03-20
HVAC-CU-ACR-01210,"ACR Copper, 1/2 in. x 50ft",Copper Tubing,90.57,C,16,39,2026-02-02
HVAC-PIPE-CPVC-01211,"CPVC Pipe, 2""",Pipe & Fittings,22.89,B,11,25,2026-05-01
HVAC-ELE-THHN-01212,"THHN Wire, 60A",Electrical,39.76,C,7,18,2026-02-25
HVAC-CTL-SMART-01213,"Smart Thermostat, 45 MFD",Controls,89.65,C,18,38,2026-02-02
HVAC-VLV-PRESS-01214,"Pressure Reducing Valve, 1""",Valves,33.45,A,63,103,2026-05-01
HVAC-ELE-THHN-01215,"THHN Wire, 12 AWG",Electrical,31.65,C,5,13,2026-03-23
HVAC-ELE-EMT-01216,"EMT Conduit, 30A",Electrical,118.5,A,50,85,2026-08-09
HVAC-COMP-ROTAR-01217,"Rotary Compressor, 2.5 Ton 230V",Compressor,4748.33,A,45,102,2026-07-15
HVAC-CU-LINE-01218,"Line Set, 1/4 in. x 50ft",Copper Tubing,90.81,C,7,18,2026-03-05
HVAC-CU-SOFT-01219,"Soft Copper Tubing, 3/8 in. x 50ft",Copper Tubing,86.35,C,21,50,2026-02-09
HVAC-PIPE-CAST-01220,"Cast Iron Pipe, 4""",Pipe & Fittings,68.69,B,14,29,2026-05-17
HVAC-WH-TANKL-01221,"Tankless Water Heater, 40 gal",Water Heaters,618.72,B,23,57,2026-04-07
HVAC-VLV-GATE-01222,"Gate Valve, 1-1/4""",Valves,86.85,C,2,4,2026-05-28
HVAC-CU-SOFT-01223,"Soft Copper Tubing, 1/4 in. x 50ft",Copper Tubing,121.85,A,40,89,2026-06-10
HVAC-WH-TANKL-01224,"Tankless Water Heater, 40 gal",Water Heaters,661.4,C,14,36,2026-02-26
HVAC-PIPE-CPVC-01225,"CPVC Pipe, 2""",Pipe & Fittings,180.0,C,19,33,2026-03-09
HVAC-WH-GAS-01226,"Gas Water Heater, 199k BTU",Water Heaters,655.32,C,2,5,2026-03-08
HVAC-WH-ELECT-01227,"Electric Water Heater, 75 gal",Water Heaters,939.53,C,13,30,2025-12-25
HVAC-CTL-SMART-01228,"Smart Thermostat, 24V",Controls,90.61,A,47,102,2026-07-08
HVAC-ELE-THHN-01229,"THHN Wire, 30A",Electrical,72.34,A,43,75,2026-06-30
HVAC-PIPE-CAST-01230,"Cast Iron Pipe, 3/4""",Pipe & Fittings,22.46,A,55,125,2026-06-14
HVAC-PIPE-COPPE-01231,"Copper Fitting Elbow, 1-1/2""",Pipe & Fittings,62.62,C,21,49,2026-04-08
HVAC-PIPE-CPVC-01232,"CPVC Pipe, 1""",Pipe & Fittings,57.25,B,23,61,2026-05-27
HVAC-ELE-CIRCU-01233,"Circuit Breaker, 12 AWG",Electrical,128.52,C,2,5,2026-01-30
HVAC-PIPE-PVC-01234,"PVC Pipe, 1/2""",Pipe & Fittings,88.41,A,48,121,2026-06-27
HVAC-CU-SOFT-01235,"Soft Copper Tubing, 5/8 in. x 50ft",Copper Tubing,80.55,C,2,3,2026-03-22
HVAC-REF-R410A-01236,"R-410A, 12oz can",Refrigerant,243.64,B,8,16,2026-05-10
HVAC-CTL-SMART-01237,"Smart Thermostat, 40A",Controls,91.98,C,9,15,2026-03-10
HVAC-MOT-PSC-01238,"PSC Motor, 1 HP",Motor,225.2,C,12,23,2026-01-22
HVAC-MOT-BLOWE-01239,"Blower Motor, 1/2 HP",Motor,167.82,B,16,43,2026-03-18
HVAC-REF-R22-01240,"R-22, 50lb jug",Refrigerant,516.69,C,12,26,2026-03-05
HVAC-PIPE-PVC-01241,"PVC Pipe, 1-1/2""",Pipe & Fittings,47.75,B,16,28,2026-04-11
HVAC-MOT-CONDE-01242,"Condenser Fan Motor, 3/4 HP",Motor,220.85,C,11,17,2026-02-19
HVAC-CTL-CONTA-01243,"Contactor, 30A",Controls,41.02,B,19,44,2026-04-22
HVAC-REF-R32-01244,"R-32, 30lb tank",Refrigerant,413.76,A,55,83,2026-06-06
HVAC-ELE-DISCO-01245,"Disconnect Switch, 12 AWG",Electrical,185.87,A,54,121,2026-08-09
HVAC-REF-R32-01246,"R-32, 50lb jug",Refrigerant,575.24,C,9,20,2026-03-16
HVAC-ELE-THHN-01247,"THHN Wire, 60A",Electrical,26.91,B,20,35,2026-04-13
HVAC-ELE-THHN-01248,"THHN Wire, 10 AWG",Electrical,29.57,A,52,126,2026-05-12
HVAC-PIPE-CPVC-01249,"CPVC Pipe, 4""",Pipe & Fittings,22.7,B,20,54,2026-04-02
HVAC-PIPE-CAST-01250,"Cast Iron Pipe, 2""",Pipe & Fittings,96.76,B,20,33,2026-04-13
HVAC-PIPE-PVC-01251,"PVC Pipe, 1/2""",Pipe & Fittings,129.11,C,5,8,2026-01-01
HVAC-PIPE-PEX-01252,"PEX Tubing, 1/2""",Pipe & Fittings,28.86,A,58,163,2026-06-17
HVAC-WH-GAS-01253,"Gas Water Heater, 40 gal",Water Heaters,561.24,C,4,6,2026-02-18
HVAC-ELE-CIRCU-01254,"Circuit Breaker, 30A",Electrical,31.73,C,2,4,2026-01-22
HVAC-CTL-FURNA-01255,"Furnace Control Board, 30A",Controls,45.64,B,25,70,2026-04-02
HVAC-ELE-THHN-01256,"THHN Wire, 20A",Electrical,23.91,C,2,5,2026-02-22
HVAC-VLV-CHECK-01257,"Check Valve, 2""",Valves,73.83,C,5,11,2026-03-14
HVAC-MOT-BLOWE-01258,"Blower Motor, 1/3 HP",Motor,110.29,B,25,69,2026-04-25
HVAC-PIPE-PEX-01259,"PEX Tubing, 2""",Pipe & Fittings,20.2,C,14,31,2026-06-08
HVAC-CU-LINE-01260,"Line Set, 5/8 in. x 50ft",Copper Tubing,58.48,B,22,49,2026-04-17
HVAC-REF-R410A-01261,"R-410A, 25lb cylinder",Refrigerant,306.13,B,12,32,2026-06-10
HVAC-CU-SOFT-01262,"Soft Copper Tubing, 1/2 in. x 50ft",Copper Tubing,98.66,B,3,8,2026-05-01
HVAC-ELE-CIRCU-01263,"Circuit Breaker, 30A",Electrical,34.48,B,16,35,2026-05-22
HVAC-CTL-CONTA-01264,"Contactor, 120V",Controls,27.75,C,11,23,2026-04-29
HVAC-VLV-PRESS-01265,"Pressure Reducing Valve, 1""",Valves,79.15,C,13,24,2026-03-04
HVAC-PIPE-COPPE-01266,"Copper Fitting Elbow, 2""",Pipe & Fittings,21.18,B,17,43,2026-06-12
HVAC-CU-LINE-01267,"Line Set, 3/8 in. x 50ft",Copper Tubing,95.58,A,55,146,2026-06-11
HVAC-COMP-VARIA-01268,"Variable Speed Compressor, 3 Ton 230V",Compressor,1838.31,B,26,41,2026-06-22
HVAC-CTL-CONTA-01269,"Contactor, 70 MFD",Controls,100.46,C,2,5,2026-03-12
HVAC-CTL-RELAY-01270,"Relay, 45 MFD",Controls,114.67,C,18,30,2026-03-28
HVAC-PIPE-PVC-01271,"PVC Pipe, 1/2""",Pipe & Fittings,15.03,A,47,76,2026-06-10
HVAC-CU-LINE-01272,"Line Set, 5/8 in. x 50ft",Copper Tubing,116.34,C,7,13,2026-02-22
HVAC-CTL-RELAY-01273,"Relay, 40A",Controls,174.34,C,14,41,2026-01-30
HVAC-MOT-ECM-01274,"ECM Motor, 1/6 HP",Motor,278.67,A,56,126,2026-07-15
HVAC-CTL-FURNA-01275,"Furnace Control Board, 120V",Controls,59.79,A,54,104,2026-07-04
HVAC-MOT-BLOWE-01276,"Blower Motor, 1/3 HP",Motor,157.98,A,60,91,2026-06-29
HVAC-PIPE-CAST-01277,"Cast Iron Pipe, 3/4""",Pipe & Fittings,19.45,C,8,23,2026-03-07
HVAC-WH-GAS-01278,"Gas Water Heater, 75 gal",Water Heaters,377.23,B,29,48,2026-04-10
HVAC-VLV-GATE-01279,"Gate Valve, 1/2""",Valves,79.98,B,15,26,2026-04-17
HVAC-REF-R32-01280,"R-32, 12oz can",Refrigerant,323.41,C,2,4,2025-12-15
HVAC-REF-R22-01281,"R-22, 25lb cylinder",Refrigerant,258.9,A,51,81,2026-06-29
HVAC-VLV-BALL-01282,"Ball Valve, 1-1/4""",Valves,67.9,C,14,24,2026-02-01
HVAC-MOT-CONDE-01283,"Condenser Fan Motor, 1/3 HP",Motor,156.84,B,18,37,2026-05-27
HVAC-VLV-CHECK-01284,"Check Valve, 2""",Valves,70.48,B,19,30,2026-06-15
HVAC-VLV-PRESS-01285,"Pressure Reducing Valve, 1""",Valves,68.76,C,7,19,2026-03-18
HVAC-ELE-THHN-01286,"THHN Wire, 12 AWG",Electrical,23.16,C,32,57,2026-01-20
HVAC-ELE-EMT-01287,"EMT Conduit, 60A",Electrical,18.62,B,21,38,2026-03-30
HVAC-MOT-PSC-01288,"PSC Motor, 1/2 HP",Motor,342.31,A,44,117,2026-05-11
HVAC-PIPE-PVC-01289,"PVC Pipe, 1-1/2""",Pipe & Fittings,43.1,C,18,31,2026-02-24
HVAC-CU-LINE-01290,"Line Set, 5/8 in. x 50ft",Copper Tubing,79.67,C,13,37,2026-03-16
HVAC-CTL-SMART-01291,"Smart Thermostat, 120V",Controls,91.06,B,32,93,2026-05-16
HVAC-ELE-CIRCU-01292,"Circuit Breaker, 30A",Electrical,33.52,B,13,29,2026-06-01
HVAC-VLV-GATE-01293,"Gate Valve, 1-1/4""",Valves,35.79,A,49,99,2026-06-17
HVAC-CTL-RELAY-01294,"Relay, 24V",Controls,62.29,C,13,26,2026-02-11
HVAC-PIPE-COPPE-01295,"Copper Fitting Elbow, 1/2""",Pipe & Fittings,25.34,C,2,5,2026-02-18
HVAC-ELE-EMT-01296,"EMT Conduit, 12 AWG",Electrical,55.45,C,4,6,2026-04-05
HVAC-MOT-ECM-01297,"ECM Motor, 1/3 HP",Motor,119.88,B,13,37,2026-03-17
HVAC-CTL-RELAY-01298,"Relay, 120V",Controls,151.22,C,2,4,2026-02-23
HVAC-WH-GAS-01299,"Gas Water Heater, 75 gal",Water Heaters,857.06,B,16,45,2026-03-30
HVAC-ELE-DISCO-01300,"Disconnect Switch, 30A",Electrical,67.85,C,21,36,2026-02-20
HVAC-VLV-BALL-01301,"Ball Valve, 1/2""",Valves,109.37,B,31,50,2026-04-06
HVAC-ELE-DISCO-01302,"Disconnect Switch, 3/4 in.",Electrical,94.34,C,2,4,2026-03-06
HVAC-VLV-CHECK-01303,"Check Valve, 2""",Valves,84.04,C,2,3,2026-01-31
HVAC-VLV-PRESS-01304,"Pressure Reducing Valve, 1-1/4""",Valves,116.76,C,8,16,2026-01-24
HVAC-PIPE-CAST-01305,"Cast Iron Pipe, 4""",Pipe & Fittings,73.62,A,38,94,2026-04-04
HVAC-VLV-CHECK-01306,"Check Valve, 3/4""",Valves,49.73,B,14,38,2026-06-05
HVAC-CTL-CAPAC-01307,"Capacitor, 40A",Controls,97.45,C,11,28,2026-01-15
HVAC-CTL-FURNA-01308,"Furnace Control Board, 120V",Controls,69.7,A,52,153,2026-07-21
HVAC-CTL-SMART-01309,"Smart Thermostat, 30A",Controls,71.5,C,16,33,2026-04-05
HVAC-CU-ACR-01310,"ACR Copper, 1/2 in. x 50ft",Copper Tubing,83.45,C,7,18,2026-02-20
HVAC-COMP-SCROL-01311,"Scroll Compressor, 2.5 Ton 230V",Compressor,990.29,C,6,12,2026-01-29
HVAC-ELE-EMT-01312,"EMT Conduit, 20A",Electrical,26.24,C,20,41,2026-03-04
HVAC-PIPE-CAST-01313,"Cast Iron Pipe, 1-1/2""",Pipe & Fittings,9.34,B,3,8,2026-04-12
HVAC-COMP-SCROL-01314,"Scroll Compressor, 5 Ton 460V",Compressor,828.28,A,53,101,2026-08-15
HVAC-CU-LINE-01315,"Line Set, 1/2 in. x 50ft",Copper Tubing,128.33,C,15,35,2026-02-25
HVAC-REF-R454B-01316,"R-454B, 30lb tank",Refrigerant,275.23,A,48,111,2026-06-07
HVAC-ELE-THHN-01317,"THHN Wire, 12 AWG",Electrical,41.03,B,39,69,2026-05-16
HVAC-CU-LINE-01318,"Line Set, 1/2 in. x 50ft",Copper Tubing,83.39,C,7,10,2026-02-12
HVAC-WH-TANKL-01319,"Tankless Water Heater, 50 gal",Water Heaters,1835.47,C,7,15,2026-02-20
HVAC-ELE-DISCO-01320,"Disconnect Switch, 30A",Electrical,36.48,A,56,122,2026-07-05
HVAC-ELE-THHN-01321,"THHN Wire, 30A",Electrical,28.93,C,4,9,2026-03-31
HVAC-REF-R410A-01322,"R-410A, 12oz can",Refrigerant,189.2,C,16,30,2026-02-15
HVAC-MOT-CONDE-01323,"Condenser Fan Motor, 1/3 HP",Motor,241.65,B,18,46,2026-04-24
HVAC-WH-EXPAN-01324,"Expansion Tank, 50 gal",Water Heaters,751.27,A,50,144,2026-06-17
HVAC-CU-LINE-01325,"Line Set, 1/4 in. x 50ft",Copper Tubing,143.35,B,15,32,2026-04-24
HVAC-CTL-RELAY-01326,"Relay, 24V",Controls,75.54,C,9,16,2026-02-18
